"";"time";"var";"coef";"pid";"pid.revlevel";"pid.startseq";"length";"count";"issub"
"4090";"Age.Months";"LOC";"V";"3923";"6";"27";"7";"112";"0.5"
"4091";"Age.Months";"LOC";"V";"3923";"6";"27";"8";"68";"0.5"
"4092";"Age.Months";"LOC";"V";"3923";"6";"28";"5";"462";"0.5"
"4093";"Age.Months";"LOC";"V";"3923";"6";"28";"6";"185";"0.5"
"4094";"Age.Months";"LOC";"V";"3923";"6";"28";"7";"118";"0.5"
"4095";"Age.Months";"LOC";"V";"3923";"6";"29";"5";"366";"0.5"
"4096";"Age.Months";"LOC";"V";"3923";"6";"29";"6";"185";"0.5"
"4097";"Age.Months";"LOC";"V";"3923";"6";"30";"4";"499";"0.5"
"4098";"Age.Months";"LOC";"V";"3923";"6";"30";"5";"302";"0.5"
"4099";"Age.Months";"LOC";"V";"3923";"6";"2";"4";"75";"0.5"
"4100";"Age.Months";"LOC";"V";"3923";"6";"6";"4";"104";"0.5"
"4101";"Age.Months";"LOC";"V";"3923";"6";"15";"4";"67";"0.5"
"4102";"Age.Months";"LOC";"V";"3923";"6";"26";"6";"226";"0.5"
"4103";"Age.Months";"LOC";"V";"3923";"6";"24";"4";"8";"0"
"4104";"Age.Months";"LOC";"V";"3923";"6";"30";"6";"220";"0"
"4105";"Age.Months";"LOC";"V";"3923";"6";"8";"4";"58";"0"
"4106";"Age.Months";"LOC";"V";"3923";"6";"20";"4";"157";"0"
"4107";"Age.Months";"LOC";"V";"3923";"6";"29";"7";"127";"0"
"4108";"Age.Months";"LOC";"V";"3923";"6";"16";"4";"34";"0.5"
"4109";"Age.Months";"LOC";"V";"3923";"6";"21";"4";"41";"0"
"4110";"Age.Months";"LOC";"V";"3923";"6";"5";"4";"21";"0.5"
"4111";"Age.Months";"LOC";"V";"3923";"6";"17";"5";"49";"0.5"
"4112";"Age.Months";"LOC";"V";"3923";"6";"18";"6";"13";"0"
"4113";"Age.Months";"LOC";"V";"3923";"6";"6";"5";"30";"0"
"4114";"Age.Months";"LOC";"V";"3923";"6";"26";"7";"107";"0.5"
"4115";"Age.Months";"LOC";"V";"3923";"6";"26";"8";"60";"0.5"
"4116";"Age.Months";"LOC";"V";"3923";"6";"26";"9";"45";"0"
"4117";"Age.Months";"LOC";"V";"3923";"6";"26";"10";"35";"0"
"4118";"Age.Months";"LOC";"V";"3923";"6";"28";"8";"80";"0"
"4119";"Age.Months";"LOC";"V";"3923";"6";"15";"5";"46";"0.5"
"4120";"Age.Months";"LOC";"V";"3923";"6";"16";"5";"11";"0"
"4121";"Age.Months";"LOC";"V";"3923";"6";"27";"9";"49";"0"
"4122";"Age.Months";"LOC";"V";"3923";"6";"9";"4";"22";"0"
"4123";"Age.Months";"LOC";"V";"3923";"6";"17";"6";"10";"0"
"4124";"Age.Months";"LOC";"V";"3923";"6";"3";"5";"19";"0"
"4125";"Age.Months";"LOC";"V";"3923";"6";"7";"5";"15";"0"
"4126";"Age.Months";"LOC";"V";"3923";"6";"12";"4";"6";"0"
"4127";"Age.Months";"LOC";"V";"3923";"6";"10";"4";"14";"0.5"
"4128";"Age.Months";"LOC";"V";"3923";"6";"19";"5";"20";"0"
"4129";"Age.Months";"LOC";"V";"3923";"6";"10";"5";"4";"0"
"4130";"Age.Months";"LOC";"V";"3923";"6";"25";"11";"9";"0"
"4131";"Age.Months";"LOC";"V";"3923";"6";"11";"4";"5";"0"
"4132";"Age.Months";"LOC";"V";"3923";"6";"5";"5";"6";"0"
"4133";"Age.Months";"LOC";"V";"3923";"6";"15";"6";"6";"0"
"4134";"Age.Months";"LOC";"V";"3923";"6";"2";"5";"5";"0"
"4135";"Age.Months";"LOC";"V";"4007";"4";"4";"4";"7";"0"
"4136";"Age.Months";"LOC";"V";"4007";"4";"5";"4";"36";"0"
"4137";"Age.Months";"LOC";"V";"4007";"4";"3";"4";"6";"0"
"4138";"Age.Months";"LOC";"V";"4007";"5";"9";"4";"27";"0"
"4139";"Age.Months";"LOC";"V";"4007";"5";"10";"4";"96";"0.5"
"4140";"Age.Months";"LOC";"V";"4007";"5";"13";"4";"144";"0.5"
"4141";"Age.Months";"LOC";"V";"4007";"5";"11";"4";"76";"0.5"
"4142";"Age.Months";"LOC";"V";"4007";"5";"12";"4";"41";"0.5"
"4143";"Age.Months";"LOC";"V";"4007";"5";"12";"5";"14";"0.5"
"4144";"Age.Months";"LOC";"V";"4007";"5";"8";"4";"21";"0"
"4145";"Age.Months";"LOC";"V";"4007";"5";"10";"5";"5";"0.5"
"4146";"Age.Months";"LOC";"V";"4007";"5";"11";"5";"12";"0.5"
"4147";"Age.Months";"LOC";"V";"4007";"6";"10";"4";"20";"0"
"4148";"Age.Months";"LOC";"V";"4007";"6";"21";"4";"155";"0.5"
"4149";"Age.Months";"LOC";"V";"4007";"6";"22";"4";"437";"0.5"
"4150";"Age.Months";"LOC";"V";"4007";"6";"23";"4";"600";"0.5"
"4151";"Age.Months";"LOC";"V";"4007";"6";"28";"4";"564";"0.5"
"4152";"Age.Months";"LOC";"V";"4007";"6";"28";"5";"313";"0.5"
"4153";"Age.Months";"LOC";"V";"4007";"6";"29";"4";"822";"0.5"
"4154";"Age.Months";"LOC";"V";"4007";"6";"13";"4";"19";"0"
"4155";"Age.Months";"LOC";"V";"4007";"6";"16";"4";"34";"0"
"4156";"Age.Months";"LOC";"V";"4007";"6";"22";"5";"153";"0.5"
"4157";"Age.Months";"LOC";"V";"4007";"6";"22";"6";"75";"0.5"
"4158";"Age.Months";"LOC";"V";"4007";"6";"23";"5";"263";"0.5"
"4159";"Age.Months";"LOC";"V";"4007";"6";"24";"4";"671";"0.5"
"4160";"Age.Months";"LOC";"V";"4007";"6";"25";"4";"195";"0.5"
"4161";"Age.Months";"LOC";"V";"4007";"6";"28";"6";"216";"0"
"4162";"Age.Months";"LOC";"V";"4007";"6";"29";"5";"486";"0.5"
"4163";"Age.Months";"LOC";"V";"4007";"6";"30";"4";"172";"0.5"
"4164";"Age.Months";"LOC";"V";"4007";"6";"6";"4";"16";"0"
"4165";"Age.Months";"LOC";"V";"4007";"6";"19";"4";"31";"0"
"4166";"Age.Months";"LOC";"V";"4007";"6";"20";"4";"36";"0.5"
"4167";"Age.Months";"LOC";"V";"4007";"6";"20";"5";"6";"0"
"4168";"Age.Months";"LOC";"V";"4007";"6";"21";"5";"51";"0.5"
"4169";"Age.Months";"LOC";"V";"4007";"6";"24";"5";"80";"0"
"4170";"Age.Months";"LOC";"V";"4007";"6";"25";"5";"8";"0"
"4171";"Age.Months";"LOC";"V";"4007";"6";"27";"4";"66";"0.5"
"4172";"Age.Months";"LOC";"V";"4007";"6";"23";"6";"34";"0"
"4173";"Age.Months";"LOC";"V";"4007";"6";"27";"5";"30";"0.5"
"4174";"Age.Months";"LOC";"V";"4007";"6";"27";"6";"16";"0.5"
"4175";"Age.Months";"LOC";"V";"4007";"6";"21";"6";"16";"0.5"
"4176";"Age.Months";"LOC";"V";"4007";"6";"5";"4";"16";"0"
"4177";"Age.Months";"LOC";"V";"4007";"6";"17";"4";"35";"0"
"4178";"Age.Months";"LOC";"V";"4007";"6";"18";"4";"39";"0.5"
"4179";"Age.Months";"LOC";"V";"4007";"6";"26";"4";"16";"0"
"4180";"Age.Months";"LOC";"V";"4007";"6";"4";"4";"13";"0"
"4181";"Age.Months";"LOC";"V";"4007";"6";"22";"7";"15";"0"
"4182";"Age.Months";"LOC";"V";"4007";"6";"3";"4";"7";"0"
"4183";"Age.Months";"LOC";"V";"4007";"6";"18";"5";"5";"0"
"4184";"Age.Months";"LOC";"V";"4007";"6";"27";"7";"10";"0"
"4185";"Age.Months";"LOC";"V";"4007";"6";"9";"4";"7";"0"
"4186";"Age.Months";"LOC";"V";"4007";"6";"21";"7";"4";"0"
"4187";"Age.Months";"LOC";"V";"4021";"3";"3";"4";"7";"0"
"4188";"Age.Months";"LOC";"V";"4021";"4";"7";"4";"40";"0"
"4189";"Age.Months";"LOC";"V";"4021";"4";"8";"4";"124";"0.5"
"4190";"Age.Months";"LOC";"V";"4021";"4";"8";"5";"19";"0"
"4191";"Age.Months";"LOC";"V";"4021";"4";"1";"4";"29";"0"
"4192";"Age.Months";"LOC";"V";"4021";"4";"9";"4";"32";"0"
"4193";"Age.Months";"LOC";"V";"4021";"5";"16";"4";"630";"1"
"4194";"Age.Months";"LOC";"V";"4021";"5";"3";"4";"61";"0.5"
"4195";"Age.Months";"LOC";"V";"4021";"5";"9";"4";"7";"0.1"
"4196";"Age.Months";"LOC";"V";"4021";"5";"10";"4";"17";"0.5"
"4197";"Age.Months";"LOC";"V";"4021";"5";"16";"5";"95";"0.5"
"4198";"Age.Months";"LOC";"V";"4021";"5";"17";"4";"151";"0.5"
"4199";"Age.Months";"LOC";"V";"4021";"5";"17";"5";"76";"0.5"
"4200";"Age.Months";"LOC";"V";"4021";"5";"17";"6";"53";"0.5"
"4201";"Age.Months";"LOC";"V";"4021";"5";"18";"4";"39";"0.5"
"4202";"Age.Months";"LOC";"V";"4021";"5";"18";"5";"25";"0.5"
"4203";"Age.Months";"LOC";"V";"4021";"5";"19";"4";"733";"0.5"
"4204";"Age.Months";"LOC";"V";"4021";"5";"22";"4";"251";"0.5"
"4205";"Age.Months";"LOC";"V";"4021";"5";"2";"4";"13";"0.5"
"4206";"Age.Months";"LOC";"V";"4021";"5";"16";"6";"40";"0.5"
"4207";"Age.Months";"LOC";"V";"4021";"5";"19";"5";"10";"0.5"
"4208";"Age.Months";"LOC";"V";"4021";"5";"16";"7";"16";"0.5"
"4209";"Age.Months";"LOC";"V";"4021";"5";"15";"4";"62";"0.5"
"4210";"Age.Months";"LOC";"V";"4021";"5";"21";"4";"9";"0.5"
"4211";"Age.Months";"LOC";"V";"4021";"5";"21";"5";"5";"0.5"
"4212";"Age.Months";"LOC";"V";"4021";"5";"15";"5";"30";"0.5"
"4213";"Age.Months";"LOC";"V";"4021";"5";"4";"4";"15";"0.5"
"4214";"Age.Months";"LOC";"V";"4021";"5";"20";"4";"11";"0.5"
"4215";"Age.Months";"LOC";"V";"4021";"6";"31";"4";"514";"0.5"
"4216";"Age.Months";"LOC";"V";"4021";"6";"41";"4";"769";"0.5"
"4217";"Age.Months";"LOC";"V";"4021";"6";"2";"4";"77";"0"
"4218";"Age.Months";"LOC";"V";"4021";"6";"8";"4";"480";"0.5"
"4219";"Age.Months";"LOC";"V";"4021";"6";"13";"4";"441";"0.5"
"4220";"Age.Months";"LOC";"V";"4021";"6";"18";"4";"7";"0.5"
"4221";"Age.Months";"LOC";"V";"4021";"6";"20";"4";"764";"0.5"
"4222";"Age.Months";"LOC";"V";"4021";"6";"21";"4";"977";"0.5"
"4223";"Age.Months";"LOC";"V";"4021";"6";"30";"4";"43";"0.5"
"4224";"Age.Months";"LOC";"V";"4021";"6";"33";"4";"1040";"0.5"
"4225";"Age.Months";"LOC";"V";"4021";"6";"34";"4";"1064";"0.5"
"4226";"Age.Months";"LOC";"V";"4021";"6";"34";"5";"630";"0.5"
"4227";"Age.Months";"LOC";"V";"4021";"6";"37";"4";"27";"0.5"
"4228";"Age.Months";"LOC";"V";"4021";"6";"37";"5";"20";"0.5"
"4229";"Age.Months";"LOC";"V";"4021";"6";"38";"4";"803";"0.5"
"4230";"Age.Months";"LOC";"V";"4021";"6";"39";"4";"640";"0.5"
"4231";"Age.Months";"LOC";"V";"4021";"6";"39";"5";"328";"0.5"
"4232";"Age.Months";"LOC";"V";"4021";"6";"39";"6";"188";"0.5"
"4233";"Age.Months";"LOC";"V";"4021";"6";"45";"4";"614";"0.5"
"4234";"Age.Months";"LOC";"V";"4021";"6";"46";"4";"482";"0.5"
"4235";"Age.Months";"LOC";"V";"4021";"6";"46";"5";"330";"0"
"4236";"Age.Months";"LOC";"V";"4021";"6";"8";"5";"57";"0.5"
"4237";"Age.Months";"LOC";"V";"4021";"6";"13";"5";"283";"1"
"4238";"Age.Months";"LOC";"V";"4021";"6";"19";"4";"266";"0.5"
"4239";"Age.Months";"LOC";"V";"4021";"6";"19";"5";"116";"0.5"
"4240";"Age.Months";"LOC";"V";"4021";"6";"19";"6";"59";"0.5"
"4241";"Age.Months";"LOC";"V";"4021";"6";"19";"7";"35";"0.5"
"4242";"Age.Months";"LOC";"V";"4021";"6";"20";"5";"321";"0.5"
"4243";"Age.Months";"LOC";"V";"4021";"6";"20";"6";"182";"0.5"
"4244";"Age.Months";"LOC";"V";"4021";"6";"21";"5";"544";"0.5"
"4245";"Age.Months";"LOC";"V";"4021";"6";"22";"4";"955";"1"
"4246";"Age.Months";"LOC";"V";"4021";"6";"31";"5";"295";"0.5"
"4247";"Age.Months";"LOC";"V";"4021";"6";"31";"6";"203";"0.5"
"4248";"Age.Months";"LOC";"V";"4021";"6";"32";"4";"942";"0.5"
"4249";"Age.Months";"LOC";"V";"4021";"6";"32";"5";"564";"0.5"
"4250";"Age.Months";"LOC";"V";"4021";"6";"32";"6";"395";"0.5"
"4251";"Age.Months";"LOC";"V";"4021";"6";"33";"5";"633";"0.5"
"4252";"Age.Months";"LOC";"V";"4021";"6";"34";"6";"38";"0.5"
"4253";"Age.Months";"LOC";"V";"4021";"6";"38";"5";"427";"0.5"
"4254";"Age.Months";"LOC";"V";"4021";"6";"38";"6";"274";"0.5"
"4255";"Age.Months";"LOC";"V";"4021";"6";"40";"4";"359";"0.5"
"4256";"Age.Months";"LOC";"V";"4021";"6";"40";"5";"196";"1"
"4257";"Age.Months";"LOC";"V";"4021";"6";"44";"4";"196";"0.5"
"4258";"Age.Months";"LOC";"V";"4021";"6";"42";"4";"31";"0"
"4259";"Age.Months";"LOC";"V";"4021";"6";"45";"5";"347";"0.5"
"4260";"Age.Months";"LOC";"V";"4021";"6";"10";"4";"17";"0"
"4261";"Age.Months";"LOC";"V";"4021";"6";"25";"4";"19";"0"
"4262";"Age.Months";"LOC";"V";"4021";"6";"45";"6";"245";"0"
"4263";"Age.Months";"LOC";"V";"4021";"6";"33";"6";"442";"0.5"
"4264";"Age.Months";"LOC";"V";"4021";"6";"3";"4";"27";"0"
"4265";"Age.Months";"LOC";"V";"4021";"6";"9";"4";"13";"0"
"4266";"Age.Months";"LOC";"V";"4021";"6";"32";"7";"275";"0.5"
"4267";"Age.Months";"LOC";"V";"4021";"6";"32";"8";"18";"0.5"
"4268";"Age.Months";"LOC";"V";"4021";"6";"32";"9";"10";"0"
"4269";"Age.Months";"LOC";"V";"4021";"6";"36";"4";"58";"0.5"
"4270";"Age.Months";"LOC";"V";"4021";"6";"36";"5";"34";"0.5"
"4271";"Age.Months";"LOC";"V";"4021";"6";"36";"6";"19";"0.5"
"4272";"Age.Months";"LOC";"V";"4021";"6";"32";"10";"6";"0.5"
"4273";"Age.Months";"LOC";"V";"4021";"6";"32";"11";"4";"1"
"4274";"Age.Months";"LOC";"V";"4021";"6";"32";"12";"4";"1"
"4275";"Age.Months";"LOC";"V";"4021";"6";"32";"13";"4";"0"
"4276";"Age.Months";"LOC";"V";"4021";"6";"34";"7";"22";"0.5"
"4277";"Age.Months";"LOC";"V";"4021";"6";"36";"7";"13";"0.5"
"4278";"Age.Months";"LOC";"V";"4021";"6";"36";"8";"13";"0.5"
"4279";"Age.Months";"LOC";"V";"4021";"6";"36";"9";"10";"0"
"4280";"Age.Months";"LOC";"V";"4021";"6";"37";"6";"11";"0.5"
"4281";"Age.Months";"LOC";"V";"4021";"6";"37";"7";"9";"0.5"
"4282";"Age.Months";"LOC";"V";"4021";"6";"37";"8";"6";"0"
"4283";"Age.Months";"LOC";"V";"4021";"6";"38";"7";"167";"0.5"
"4284";"Age.Months";"LOC";"V";"4021";"6";"41";"5";"13";"0"
"4285";"Age.Months";"LOC";"V";"4021";"6";"44";"5";"86";"0.5"
"4286";"Age.Months";"LOC";"V";"4021";"6";"44";"6";"51";"0.5"
"4287";"Age.Months";"LOC";"V";"4021";"6";"31";"7";"135";"0.5"
"4288";"Age.Months";"LOC";"V";"4021";"6";"31";"8";"98";"0.5"
"4289";"Age.Months";"LOC";"V";"4021";"6";"44";"7";"41";"0"
"4290";"Age.Months";"LOC";"V";"4021";"6";"12";"4";"17";"0.5"
"4291";"Age.Months";"LOC";"V";"4021";"6";"43";"4";"10";"0.5"
"4292";"Age.Months";"LOC";"V";"4021";"6";"43";"5";"5";"0.5"
"4293";"Age.Months";"LOC";"V";"4021";"6";"43";"6";"4";"0"
"4294";"Age.Months";"LOC";"V";"4021";"6";"33";"7";"27";"0.5"
"4295";"Age.Months";"LOC";"V";"4021";"6";"33";"8";"12";"0.5"
"4296";"Age.Months";"LOC";"V";"4021";"6";"33";"9";"8";"0"
"4297";"Age.Months";"LOC";"V";"4021";"6";"33";"10";"5";"0"
"4298";"Age.Months";"LOC";"V";"4021";"6";"6";"4";"4";"0"
"4299";"Age.Months";"LOC";"V";"4021";"6";"11";"4";"7";"0"
"4300";"Age.Months";"LOC";"V";"4021";"6";"31";"9";"11";"0"
"4301";"Age.Months";"LOC";"V";"4021";"6";"34";"8";"18";"0.5"
"4302";"Age.Months";"LOC";"V";"4021";"6";"34";"9";"10";"0"
"4303";"Age.Months";"LOC";"V";"4021";"6";"34";"10";"6";"0"
"4304";"Age.Months";"LOC";"V";"4021";"6";"30";"5";"12";"0.5"
"4305";"Age.Months";"LOC";"V";"4021";"6";"28";"4";"4";"0"
"4306";"Age.Months";"LOC";"V";"4021";"6";"29";"4";"9";"0"
"4307";"Age.Months";"LOC";"V";"4021";"6";"8";"6";"5";"0"
"4308";"Age.Months";"LOC";"V";"4021";"6";"30";"6";"8";"0.5"
"4309";"Age.Months";"LOC";"V";"4021";"6";"30";"7";"6";"0.5"
"4310";"Age.Months";"LOC";"V";"4021";"6";"30";"8";"5";"0.5"
"4311";"Age.Months";"LOC";"V";"4021";"6";"30";"9";"4";"0"
"4312";"Age.Months";"LOC";"V";"4021";"6";"12";"5";"6";"0"
"4313";"Age.Months";"LOC";"V";"4021";"6";"31";"10";"4";"0"
"4314";"Age.Months";"LOC";"V";"4059";"3";"1";"4";"6";"0"
"4315";"Age.Months";"LOC";"V";"4059";"4";"5";"4";"53";"0.5"
"4316";"Age.Months";"LOC";"V";"4059";"4";"6";"4";"75";"0"
"4317";"Age.Months";"LOC";"V";"4059";"4";"5";"5";"5";"0"
"4318";"Age.Months";"LOC";"V";"4059";"4";"4";"4";"9";"0"
"4319";"Age.Months";"LOC";"V";"4059";"5";"11";"4";"39";"0.5"
"4320";"Age.Months";"LOC";"V";"4059";"5";"11";"5";"9";"0"
"4321";"Age.Months";"LOC";"V";"4059";"5";"10";"4";"122";"0.5"
"4322";"Age.Months";"LOC";"V";"4059";"5";"15";"4";"85";"0"
"4323";"Age.Months";"LOC";"V";"4059";"5";"8";"4";"27";"0"
"4324";"Age.Months";"LOC";"V";"4059";"5";"9";"4";"34";"0.5"
"4325";"Age.Months";"LOC";"V";"4059";"5";"13";"4";"14";"0"
"4326";"Age.Months";"LOC";"V";"4059";"5";"14";"4";"9";"0"
"4327";"Age.Months";"LOC";"V";"4059";"5";"9";"5";"6";"0"
"4328";"Age.Months";"LOC";"V";"4059";"5";"12";"4";"5";"0"
"4329";"Age.Months";"LOC";"V";"4059";"5";"10";"5";"4";"0"
"4330";"Age.Months";"LOC";"V";"4059";"6";"22";"4";"565";"0.5"
"4331";"Age.Months";"LOC";"V";"4059";"6";"23";"4";"67";"0.5"
"4332";"Age.Months";"LOC";"V";"4059";"6";"17";"4";"69";"0.5"
"4333";"Age.Months";"LOC";"V";"4059";"6";"17";"5";"19";"0"
"4334";"Age.Months";"LOC";"V";"4059";"6";"15";"4";"33";"0.5"
"4335";"Age.Months";"LOC";"V";"4059";"6";"18";"4";"165";"0"
"4336";"Age.Months";"LOC";"V";"4059";"6";"21";"4";"134";"0.5"
"4337";"Age.Months";"LOC";"V";"4059";"6";"21";"5";"44";"0.5"
"4338";"Age.Months";"LOC";"V";"4059";"6";"22";"5";"330";"0.5"
"4339";"Age.Months";"LOC";"V";"4059";"6";"25";"4";"14";"0"
"4340";"Age.Months";"LOC";"V";"4059";"6";"33";"4";"946";"0"
"4341";"Age.Months";"LOC";"V";"4059";"6";"19";"4";"7";"0"
"4342";"Age.Months";"LOC";"V";"4059";"6";"24";"4";"14";"0"
"4343";"Age.Months";"LOC";"V";"4059";"6";"21";"6";"16";"0"
"4344";"Age.Months";"LOC";"V";"4059";"6";"22";"6";"56";"0"
"4345";"Age.Months";"LOC";"V";"4059";"6";"31";"4";"82";"0.5"
"4346";"Age.Months";"LOC";"V";"4059";"6";"31";"5";"65";"0.5"
"4347";"Age.Months";"LOC";"V";"4059";"6";"31";"6";"51";"0"
"4348";"Age.Months";"LOC";"V";"4059";"6";"29";"4";"54";"0.5"
"4349";"Age.Months";"LOC";"V";"4059";"6";"29";"5";"42";"0.5"
"4350";"Age.Months";"LOC";"V";"4059";"6";"30";"4";"97";"0.5"
"4351";"Age.Months";"LOC";"V";"4059";"6";"30";"5";"62";"0.5"
"4352";"Age.Months";"LOC";"V";"4059";"6";"30";"6";"45";"0.5"
"4353";"Age.Months";"LOC";"V";"4059";"6";"30";"7";"34";"0"
"4354";"Age.Months";"LOC";"V";"4059";"6";"26";"4";"29";"0"
"4355";"Age.Months";"LOC";"V";"4059";"6";"29";"6";"31";"0.5"
"4356";"Age.Months";"LOC";"V";"4059";"6";"29";"7";"21";"0.5"
"4357";"Age.Months";"LOC";"V";"4059";"6";"29";"8";"15";"0"
"4358";"Age.Months";"LOC";"V";"4059";"6";"27";"4";"12";"0"
"4359";"Age.Months";"LOC";"V";"4059";"6";"16";"4";"14";"0.5"
"4360";"Age.Months";"LOC";"V";"4059";"6";"16";"5";"7";"0.5"
"4361";"Age.Months";"LOC";"V";"4059";"6";"16";"6";"4";"0"
"4362";"Age.Months";"LOC";"V";"4059";"6";"20";"4";"12";"0"
"4363";"Age.Months";"LOC";"V";"4059";"6";"15";"5";"4";"0"
"4364";"Age.Months";"LOC";"V";"4059";"6";"23";"5";"4";"0"
"4365";"Age.Months";"LOC";"V";"4059";"6";"32";"4";"9";"0.5"
"4366";"Age.Months";"LOC";"V";"4059";"6";"32";"5";"8";"0"
"4367";"Age.Months";"LOC";"V";"4137";"3";"3";"4";"10";"0"
"4368";"Age.Months";"LOC";"V";"4137";"3";"2";"4";"6";"0"
"4369";"Age.Months";"LOC";"V";"4137";"3";"4";"4";"5";"0"
"4370";"Age.Months";"LOC";"V";"4137";"4";"6";"4";"14";"0"
"4371";"Age.Months";"LOC";"V";"4137";"4";"5";"4";"11";"0"
"4372";"Age.Months";"LOC";"V";"4137";"4";"7";"4";"18";"0"
"4373";"Age.Months";"LOC";"V";"4137";"4";"9";"4";"28";"0"
"4374";"Age.Months";"LOC";"V";"4137";"4";"4";"4";"9";"0"
"4375";"Age.Months";"LOC";"V";"4137";"4";"10";"4";"11";"0.5"
"4376";"Age.Months";"LOC";"V";"4137";"4";"12";"4";"13";"0.5"
"4377";"Age.Months";"LOC";"V";"4137";"4";"8";"4";"43";"0.5"
"4378";"Age.Months";"LOC";"V";"4137";"4";"11";"4";"5";"0.5"
"4379";"Age.Months";"LOC";"V";"4137";"4";"8";"5";"9";"0"
"4380";"Age.Months";"LOC";"V";"4137";"5";"7";"4";"7";"0"
"4381";"Age.Months";"LOC";"V";"4137";"5";"18";"4";"161";"0.5"
"4382";"Age.Months";"LOC";"V";"4137";"5";"13";"4";"79";"0.5"
"4383";"Age.Months";"LOC";"V";"4137";"5";"14";"4";"18";"0.5"
"4384";"Age.Months";"LOC";"V";"4137";"5";"16";"4";"58";"0.5"
"4385";"Age.Months";"LOC";"V";"4137";"5";"17";"4";"116";"0.5"
"4386";"Age.Months";"LOC";"V";"4137";"5";"18";"5";"17";"0.5"
"4387";"Age.Months";"LOC";"V";"4137";"5";"19";"4";"28";"0.5"
"4388";"Age.Months";"LOC";"V";"4137";"5";"21";"4";"91";"0.5"
"4389";"Age.Months";"LOC";"V";"4137";"5";"27";"4";"146";"0"
"4390";"Age.Months";"LOC";"V";"4137";"5";"9";"4";"37";"0"
"4391";"Age.Months";"LOC";"V";"4137";"5";"11";"4";"8";"0.5"
"4392";"Age.Months";"LOC";"V";"4137";"5";"24";"4";"38";"0"
"4393";"Age.Months";"LOC";"V";"4137";"5";"8";"4";"14";"0"
"4394";"Age.Months";"LOC";"V";"4137";"5";"26";"4";"11";"0.5"
"4395";"Age.Months";"LOC";"V";"4137";"5";"26";"5";"4";"0"
"4396";"Age.Months";"LOC";"V";"4137";"5";"15";"4";"10";"0.5"
"4397";"Age.Months";"LOC";"V";"4137";"5";"22";"4";"24";"0"
"4398";"Age.Months";"LOC";"V";"4137";"5";"16";"5";"12";"0.5"
"4399";"Age.Months";"LOC";"V";"4137";"5";"20";"4";"39";"0.5"
"4400";"Age.Months";"LOC";"V";"4137";"5";"2";"4";"13";"0"
"4401";"Age.Months";"LOC";"V";"4137";"5";"12";"4";"21";"0.5"
"4402";"Age.Months";"LOC";"V";"4137";"5";"23";"4";"19";"0"
"4403";"Age.Months";"LOC";"V";"4137";"5";"10";"4";"17";"0.5"
"4404";"Age.Months";"LOC";"V";"4137";"5";"17";"5";"13";"0.5"
"4405";"Age.Months";"LOC";"V";"4137";"5";"25";"4";"5";"0"
"4406";"Age.Months";"LOC";"V";"4137";"5";"21";"5";"4";"0"
"4407";"Age.Months";"LOC";"V";"4137";"5";"20";"5";"5";"0.5"
"4408";"Age.Months";"LOC";"V";"4137";"6";"7";"4";"14";"0"
"4409";"Age.Months";"LOC";"V";"4137";"6";"24";"4";"56";"0.5"
"4410";"Age.Months";"LOC";"V";"4137";"6";"39";"4";"377";"0.5"
"4411";"Age.Months";"LOC";"V";"4137";"6";"50";"4";"244";"0.5"
"4412";"Age.Months";"LOC";"V";"4137";"6";"5";"4";"27";"0"
"4413";"Age.Months";"LOC";"V";"4137";"6";"18";"4";"34";"0.5"
"4414";"Age.Months";"LOC";"V";"4137";"6";"20";"4";"292";"0.5"
"4415";"Age.Months";"LOC";"V";"4137";"6";"20";"5";"16";"0.5"
"4416";"Age.Months";"LOC";"V";"4137";"6";"25";"4";"85";"0.5"
"4417";"Age.Months";"LOC";"V";"4137";"6";"27";"4";"297";"0.5"
"4418";"Age.Months";"LOC";"V";"4137";"6";"41";"4";"23";"0.5"
"4419";"Age.Months";"LOC";"V";"4137";"6";"43";"4";"121";"0.5"
"4420";"Age.Months";"LOC";"V";"4137";"6";"45";"4";"113";"0.5"
"4421";"Age.Months";"LOC";"V";"4137";"6";"48";"4";"149";"0.5"
"4422";"Age.Months";"LOC";"V";"4137";"6";"49";"4";"325";"0.5"
"4423";"Age.Months";"LOC";"V";"4137";"6";"54";"4";"441";"0.5"
"4424";"Age.Months";"LOC";"V";"4137";"6";"56";"4";"631";"0.5"
"4425";"Age.Months";"LOC";"V";"4137";"6";"3";"4";"17";"0"
"4426";"Age.Months";"LOC";"V";"4137";"6";"19";"4";"172";"0.5"
"4427";"Age.Months";"LOC";"V";"4137";"6";"21";"4";"48";"1"
"4428";"Age.Months";"LOC";"V";"4137";"6";"22";"4";"13";"1"
"4429";"Age.Months";"LOC";"V";"4137";"6";"26";"4";"192";"0.5"
"4430";"Age.Months";"LOC";"V";"4137";"6";"27";"5";"48";"0.5"
"4431";"Age.Months";"LOC";"V";"4137";"6";"28";"4";"182";"0.5"
"4432";"Age.Months";"LOC";"V";"4137";"6";"29";"4";"99";"1"
"4433";"Age.Months";"LOC";"V";"4137";"6";"33";"4";"64";"0.5"
"4434";"Age.Months";"LOC";"V";"4137";"6";"34";"4";"91";"0.5"
"4435";"Age.Months";"LOC";"V";"4137";"6";"35";"4";"367";"0.5"
"4436";"Age.Months";"LOC";"V";"4137";"6";"37";"4";"164";"0.5"
